               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,            0.014022,            0.010246,          0.00097899,             0.93259,                   1,               0.995,             0.60359,           0.0080248,           0.0032366,          0.00012102,             0.00208,             0.00208,             0.00208
                 162,            0.014711,             0.01187,          0.00047573,             0.92586,                   1,               0.995,             0.59022,            0.008585,           0.0031087,          0.00012102,           0.0020305,           0.0020305,           0.0020305
                 163,            0.014048,            0.012588,           0.0037231,             0.91454,                   1,               0.995,             0.49719,           0.0096169,           0.0039101,          0.00013762,            0.001981,            0.001981,            0.001981
                 164,            0.013688,             0.01047,          0.00064742,             0.80235,               0.875,             0.82833,             0.41022,            0.010919,           0.0044451,          0.00016184,           0.0019315,           0.0019315,           0.0019315
                 165,            0.016671,            0.011489,             0.00114,             0.97819,             0.84558,             0.88724,             0.44602,            0.010018,           0.0042871,          0.00014582,            0.001882,            0.001882,            0.001882
                 166,             0.01723,            0.012167,          0.00094087,             0.77941,               0.875,             0.82139,             0.41268,            0.011327,           0.0044677,          0.00017796,           0.0018325,           0.0018325,           0.0018325
                 167,            0.016023,             0.01208,          0.00096099,             0.83475,             0.86098,             0.78163,             0.40815,            0.011919,           0.0046256,          0.00021458,            0.001783,            0.001783,            0.001783
                 168,            0.013845,            0.010961,          0.00083571,             0.93285,                   1,               0.995,             0.55743,           0.0085423,           0.0035754,          0.00012941,           0.0017335,           0.0017335,           0.0017335
                 169,            0.015501,             0.01237,          0.00061018,             0.96145,                   1,               0.995,             0.63724,            0.008978,           0.0029199,          0.00011292,            0.001684,            0.001684,            0.001684
                 170,            0.014795,            0.010482,           0.0023207,              0.9781,                   1,               0.995,             0.72932,           0.0076029,           0.0030527,            0.000109,           0.0016345,           0.0016345,           0.0016345
                 171,            0.015172,            0.011264,           0.0010118,             0.96427,                   1,               0.995,             0.66419,           0.0080461,           0.0029503,          0.00011253,            0.001585,            0.001585,            0.001585
                 172,            0.015985,             0.01082,          0.00085224,             0.92466,                   1,               0.995,             0.64352,            0.008148,           0.0029664,          0.00011301,           0.0015355,           0.0015355,           0.0015355
                 173,            0.014271,            0.010444,           0.0015402,             0.94459,                   1,               0.995,             0.63723,           0.0081462,            0.002963,          0.00010767,            0.001486,            0.001486,            0.001486
                 174,            0.015162,            0.011122,           0.0020018,             0.98528,                   1,               0.995,             0.68327,           0.0079463,           0.0030742,          0.00010033,           0.0014365,           0.0014365,           0.0014365
                 175,            0.013743,            0.012157,           0.0037351,             0.97159,                   1,               0.995,             0.57349,           0.0089128,           0.0031348,          0.00011673,            0.001387,            0.001387,            0.001387
                 176,            0.015175,            0.012129,          0.00089065,             0.96689,                   1,               0.995,             0.59901,           0.0083549,           0.0031704,          0.00012169,           0.0013375,           0.0013375,           0.0013375
                 177,            0.014325,             0.01154,          0.00061039,             0.97109,                   1,               0.995,             0.58603,           0.0081517,             0.00315,          0.00011377,            0.001288,            0.001288,            0.001288
                 178,            0.012765,            0.010748,          0.00058533,              0.9734,                   1,               0.995,             0.59531,           0.0083196,           0.0031226,          0.00010672,           0.0012385,           0.0012385,           0.0012385
                 179,            0.016434,            0.011292,           0.0013982,             0.96544,                   1,               0.995,             0.61226,           0.0081306,            0.003143,          0.00010443,            0.001189,            0.001189,            0.001189
                 180,            0.013893,             0.01123,          0.00052885,             0.96544,                   1,               0.995,             0.62215,           0.0085079,            0.003147,          0.00010052,           0.0011395,           0.0011395,           0.0011395
                 181,            0.012791,             0.01033,          0.00092211,             0.96573,                   1,               0.995,             0.64764,            0.007945,           0.0031344,          9.8801e-05,             0.00109,             0.00109,             0.00109
                 182,            0.012425,            0.012334,          0.00040174,             0.96493,                   1,               0.995,             0.62487,           0.0080052,           0.0030882,           9.656e-05,           0.0010405,           0.0010405,           0.0010405
                 183,              0.0116,           0.0094769,           0.0011266,             0.96603,                   1,               0.995,              0.6603,           0.0073658,           0.0030749,          9.2506e-05,            0.000991,            0.000991,            0.000991
                 184,            0.013361,            0.012215,           0.0012657,             0.96747,                   1,               0.995,             0.62384,           0.0073175,           0.0030699,           9.222e-05,           0.0009415,           0.0009415,           0.0009415
                 185,            0.013717,            0.011776,          0.00051445,             0.96347,                   1,               0.995,             0.64219,           0.0073381,           0.0030354,          8.7166e-05,            0.000892,            0.000892,            0.000892
                 186,            0.014049,            0.010494,            0.001044,             0.94758,                   1,               0.995,              0.7003,           0.0082323,           0.0026593,          8.0109e-05,           0.0008425,           0.0008425,           0.0008425
                 187,            0.013003,            0.011232,           0.0011441,             0.92642,                   1,               0.995,             0.59906,           0.0091715,           0.0025726,          8.4257e-05,            0.000793,            0.000793,            0.000793
                 188,            0.014156,             0.01146,           0.0012562,             0.93167,                   1,               0.995,             0.57919,           0.0093698,           0.0025772,          8.2159e-05,           0.0007435,           0.0007435,           0.0007435
                 189,            0.016221,             0.01027,          0.00076079,             0.91089,                   1,               0.995,             0.51481,           0.0096763,           0.0027335,          8.4496e-05,            0.000694,            0.000694,            0.000694
                 190,            0.014088,            0.011754,           0.0013017,             0.87754,                   1,               0.995,             0.52277,           0.0099295,           0.0029446,          8.9359e-05,           0.0006445,           0.0006445,           0.0006445
                 191,            0.014382,            0.013116,          0.00043149,             0.93577,                   1,               0.995,             0.51904,           0.0099751,           0.0031944,          9.4128e-05,            0.000595,            0.000595,            0.000595
                 192,            0.012463,            0.010577,           0.0010783,             0.94511,               0.875,             0.87629,             0.51521,           0.0099258,           0.0034555,          9.7036e-05,           0.0005455,           0.0005455,           0.0005455
                 193,            0.011727,            0.010355,           0.0016453,              0.9576,               0.875,             0.87629,             0.50599,            0.010032,           0.0035651,          9.8419e-05,            0.000496,            0.000496,            0.000496
                 194,            0.016823,            0.012839,           0.0022695,             0.87909,               0.875,             0.88515,             0.48233,            0.010789,           0.0038649,          0.00011244,           0.0004465,           0.0004465,           0.0004465
                 195,            0.011738,            0.010616,          0.00042181,             0.90844,               0.875,             0.88515,             0.49468,            0.010775,            0.003852,            0.000109,            0.000397,            0.000397,            0.000397
                 196,            0.019798,            0.011542,           0.0018951,             0.91857,                   1,               0.995,             0.54894,            0.010008,           0.0031412,           9.017e-05,           0.0003475,           0.0003475,           0.0003475
                 197,            0.014601,            0.011084,           0.0020318,             0.93201,             0.99399,               0.995,             0.61869,           0.0092412,           0.0026411,          7.8106e-05,            0.000298,            0.000298,            0.000298
                 198,            0.014378,            0.010917,             0.00331,             0.93863,                   1,               0.995,             0.65956,           0.0086854,           0.0027112,          7.7581e-05,           0.0002485,           0.0002485,           0.0002485
                 199,            0.013276,            0.011927,           0.0029074,             0.94377,                   1,               0.995,             0.67776,           0.0084136,           0.0027954,          8.0109e-05,            0.000199,            0.000199,            0.000199
