               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  15,            0.043266,            0.023029,              0.0127,              0.3659,             0.57248,             0.40022,             0.19276,            0.018671,           0.0077807,           0.0035553,            0.042832,           0.0058322,           0.0058322
                  16,            0.039985,            0.020748,            0.012432,             0.37486,             0.61187,             0.50483,             0.21264,            0.013253,           0.0086706,             0.00271,            0.039169,           0.0061694,           0.0061694
                  17,             0.03681,            0.020019,            0.010738,             0.82007,             0.68516,             0.81444,               0.391,             0.01476,           0.0074595,           0.0019348,            0.035503,           0.0065025,           0.0065025
                  18,            0.037783,            0.020305,            0.010601,             0.51557,                 0.5,             0.53641,             0.18548,            0.015403,           0.0085242,           0.0019241,            0.031832,           0.0068318,           0.0068318
                  19,            0.035874,            0.019436,            0.010628,             0.23352,               0.875,             0.39866,             0.20691,            0.016601,           0.0079561,           0.0016541,            0.028157,            0.007157,            0.007157
                  20,             0.03713,            0.019987,           0.0096428,             0.18706,                 0.5,             0.24531,            0.090916,            0.019001,           0.0071853,           0.0023148,            0.024478,           0.0074783,           0.0074783
                  21,            0.042753,            0.018433,            0.010209,              0.6189,             0.53583,             0.63688,             0.21952,            0.019944,           0.0062779,           0.0017151,            0.020796,           0.0077956,           0.0077956
                  22,            0.037054,            0.018523,           0.0071112,             0.30666,               0.625,             0.47474,             0.16211,            0.019197,            0.006199,           0.0009285,            0.017109,            0.008109,            0.008109
                  23,             0.03709,            0.016624,           0.0062222,             0.40415,               0.625,             0.61583,             0.32695,            0.014638,           0.0059808,          0.00070572,            0.013418,           0.0084184,           0.0084184
                  24,             0.03734,            0.018219,           0.0061743,             0.90089,                0.25,             0.43344,             0.20619,            0.018641,           0.0065604,          0.00099411,           0.0097239,           0.0087239,           0.0087239
                  25,              0.0353,            0.016784,           0.0072707,             0.46616,             0.94696,             0.61922,             0.31803,            0.018459,           0.0065232,            0.004187,           0.0087625,           0.0087625,           0.0087625
                  26,            0.040855,            0.016679,           0.0054112,             0.22662,               0.625,             0.36078,             0.15303,            0.021455,           0.0065453,           0.0058929,           0.0087625,           0.0087625,           0.0087625
                  27,            0.038439,            0.017496,           0.0056606,             0.47644,                   1,             0.62083,             0.26435,            0.015406,           0.0059535,           0.0044037,            0.008713,            0.008713,            0.008713
                  28,            0.039614,            0.017394,           0.0053291,             0.32874,             0.61381,             0.50576,             0.27127,            0.016915,           0.0057964,           0.0045929,           0.0086635,           0.0086635,           0.0086635
                  29,            0.037125,             0.01763,           0.0049177,             0.54673,               0.625,             0.61431,             0.37574,            0.014405,           0.0061053,           0.0017868,            0.008614,            0.008614,            0.008614
                  30,            0.040365,            0.017073,            0.011236,             0.48365,               0.875,              0.6575,             0.44813,            0.018474,           0.0056668,           0.0031342,           0.0085645,           0.0085645,           0.0085645
                  31,            0.035858,            0.017715,           0.0079323,              0.3293,              0.6429,              0.3806,             0.14916,            0.021452,           0.0058602,           0.0041138,            0.008515,            0.008515,            0.008515
                  32,             0.03698,             0.01529,           0.0046671,             0.68862,                0.75,             0.78667,             0.44222,            0.013654,           0.0057441,            0.001046,           0.0084655,           0.0084655,           0.0084655
                  33,            0.035945,            0.016654,           0.0085893,             0.94756,             0.70897,             0.89431,             0.49979,             0.01393,           0.0061116,          0.00042839,            0.008416,            0.008416,            0.008416
                  34,            0.037728,            0.017045,           0.0078827,             0.61783,              0.7895,             0.88518,             0.66186,            0.016908,           0.0058022,          0.00044365,           0.0083665,           0.0083665,           0.0083665
                  35,             0.03704,            0.014658,           0.0065051,             0.57048,                0.75,             0.77513,             0.32979,            0.011612,           0.0071303,          0.00055199,            0.008317,            0.008317,            0.008317
                  36,             0.03272,            0.016206,           0.0051883,             0.62471,               0.875,              0.7833,             0.33969,            0.016942,           0.0065693,          0.00068512,           0.0082675,           0.0082675,           0.0082675
                  37,            0.037132,            0.015143,           0.0056357,             0.81941,             0.57503,             0.80056,              0.4006,            0.014087,           0.0065403,          0.00075836,            0.008218,            0.008218,            0.008218
                  38,            0.032165,            0.016119,           0.0076744,             0.75161,             0.46881,             0.62401,             0.22366,            0.014767,           0.0059891,          0.00067215,           0.0081685,           0.0081685,           0.0081685
                  39,            0.032316,            0.015449,           0.0061601,             0.71353,                   1,                0.87,             0.44514,            0.014278,           0.0049383,            0.000737,            0.008119,            0.008119,            0.008119
                  40,            0.033384,            0.015466,           0.0087845,             0.61053,             0.89085,             0.82476,             0.39447,            0.012707,           0.0052961,           0.0010002,           0.0080695,           0.0080695,           0.0080695
                  41,            0.027936,            0.016347,           0.0059262,             0.62131,                0.75,              0.7075,             0.34428,            0.013694,           0.0056131,           0.0013313,             0.00802,             0.00802,             0.00802
                  42,             0.02718,            0.013805,           0.0032543,             0.40639,                0.75,             0.61541,             0.17861,            0.016961,           0.0054904,           0.0017426,           0.0079705,           0.0079705,           0.0079705
                  43,            0.033442,            0.014264,           0.0060212,             0.69486,             0.54271,             0.70608,             0.25233,            0.013029,           0.0053479,           0.0016617,            0.007921,            0.007921,            0.007921
                  44,            0.028598,            0.016558,           0.0058166,             0.55491,             0.71544,             0.68429,              0.3294,            0.015109,           0.0050869,           0.0021194,           0.0078715,           0.0078715,           0.0078715
                  45,            0.027598,            0.015085,           0.0040756,             0.74733,             0.49003,             0.64976,             0.33572,            0.014843,           0.0048678,           0.0044739,            0.007822,            0.007822,            0.007822
                  46,            0.028107,            0.015669,           0.0089081,             0.42291,                 0.5,             0.62833,             0.22962,             0.01385,           0.0048363,           0.0018265,           0.0077725,           0.0077725,           0.0077725
                  47,            0.030528,            0.017096,           0.0071818,             0.51938,                 0.5,             0.68469,             0.33261,            0.014816,           0.0054876,           0.0010689,            0.007723,            0.007723,            0.007723
                  48,            0.031541,            0.015553,           0.0058779,             0.55262,               0.625,             0.61748,             0.23123,            0.014348,           0.0054766,           0.0011963,           0.0076735,           0.0076735,           0.0076735
                  49,            0.028907,            0.015106,           0.0066295,             0.42911,                 0.5,             0.68375,             0.33626,            0.014204,           0.0051962,           0.0012054,            0.007624,            0.007624,            0.007624
                  50,            0.027327,            0.016963,           0.0054562,             0.62929,             0.56531,             0.62263,             0.28873,            0.016818,            0.004724,           0.0010796,           0.0075745,           0.0075745,           0.0075745
                  51,            0.030155,            0.015273,           0.0067256,              0.4149,             0.32598,             0.41823,             0.19676,            0.017387,           0.0047789,          0.00084915,            0.007525,            0.007525,            0.007525
                  52,            0.032612,            0.015597,           0.0052052,             0.30864,                0.25,             0.42753,             0.22379,            0.013491,           0.0056155,           0.0013474,           0.0074755,           0.0074755,           0.0074755
                  53,            0.026624,            0.015621,           0.0039775,             0.59335,              0.6096,              0.5906,             0.27101,            0.012331,           0.0050352,           0.0019257,            0.007426,            0.007426,            0.007426
                  54,            0.028933,            0.014434,           0.0028177,             0.94886,              0.7096,             0.80382,             0.34926,            0.015975,           0.0044222,           0.0036041,           0.0073765,           0.0073765,           0.0073765
                  55,            0.029012,            0.013554,           0.0040153,             0.83044,               0.875,             0.87556,             0.45738,            0.013366,           0.0047278,           0.0015656,            0.007327,            0.007327,            0.007327
                  56,            0.029425,            0.015733,            0.003031,             0.44052,               0.625,             0.56611,             0.30586,            0.012921,           0.0054032,          0.00095215,           0.0072775,           0.0072775,           0.0072775
                  57,            0.027869,            0.014043,           0.0065946,             0.40254,             0.53361,             0.66464,             0.36725,            0.015057,           0.0054891,          0.00098572,            0.007228,            0.007228,            0.007228
                  58,            0.031616,            0.015698,           0.0056709,              0.5372,             0.84318,             0.58832,              0.3267,               0.013,           0.0058556,           0.0011742,           0.0071785,           0.0071785,           0.0071785
                  59,            0.020198,            0.015688,           0.0047675,             0.62661,             0.86841,             0.71382,             0.31417,            0.012807,            0.005763,           0.0027649,            0.007129,            0.007129,            0.007129
                  60,            0.027962,            0.014488,           0.0070397,             0.59695,             0.79747,             0.65103,              0.3825,            0.017133,           0.0053563,           0.0024063,           0.0070795,           0.0070795,           0.0070795
                  61,            0.030333,            0.014491,           0.0088862,             0.46407,             0.81899,             0.66143,             0.32762,            0.014038,           0.0054276,          0.00067902,             0.00703,             0.00703,             0.00703
                  62,            0.025398,            0.015423,           0.0050468,             0.44269,               0.625,             0.68699,             0.36286,            0.014886,           0.0045705,           0.0021729,           0.0069805,           0.0069805,           0.0069805
                  63,            0.025808,            0.015256,           0.0028327,             0.86706,             0.72785,             0.91545,             0.35038,            0.013133,           0.0047205,           0.0028961,            0.006931,            0.006931,            0.006931
                  64,            0.023289,            0.014367,           0.0041128,             0.81862,               0.875,             0.87446,             0.45965,            0.013904,           0.0044117,           0.0010483,           0.0068815,           0.0068815,           0.0068815
                  65,            0.026971,            0.013937,           0.0024353,             0.66406,               0.875,             0.88875,             0.43553,            0.011829,           0.0048714,           0.0012039,            0.006832,            0.006832,            0.006832
                  66,            0.025969,            0.015277,             0.00532,             0.70528,                0.75,             0.80058,             0.45221,            0.015032,           0.0045838,           0.0024246,           0.0067825,           0.0067825,           0.0067825
                  67,            0.020691,             0.01412,           0.0021121,             0.63546,                0.75,             0.83667,              0.4038,            0.011613,            0.005042,           0.0015793,            0.006733,            0.006733,            0.006733
                  68,            0.029488,            0.013977,           0.0027336,             0.61445,              0.7456,             0.83389,             0.45187,            0.016347,           0.0053127,           0.0012161,           0.0066835,           0.0066835,           0.0066835
                  69,            0.026027,            0.013411,           0.0025903,             0.66722,               0.625,             0.74701,             0.41623,            0.014633,           0.0059511,          0.00097122,            0.006634,            0.006634,            0.006634
                  70,            0.026671,            0.014617,           0.0032251,             0.83898,             0.74886,             0.80663,             0.34932,            0.015852,           0.0048031,           0.0016434,           0.0065845,           0.0065845,           0.0065845
                  71,            0.026367,            0.015135,            0.003109,             0.63546,             0.74258,             0.72774,             0.37811,            0.014434,            0.004778,          0.00068588,            0.006535,            0.006535,            0.006535
                  72,            0.026746,            0.015584,            0.004149,             0.45302,                0.75,             0.70049,               0.357,           0.0092344,           0.0048397,          0.00061455,           0.0064855,           0.0064855,           0.0064855
                  73,            0.022896,            0.013235,            0.002747,             0.43698,                   1,             0.69768,             0.36801,            0.011168,           0.0045872,          0.00061951,            0.006436,            0.006436,            0.006436
                  74,            0.024558,            0.014489,           0.0052025,             0.53363,             0.74445,             0.76583,             0.38956,            0.010795,           0.0051446,          0.00059624,           0.0063865,           0.0063865,           0.0063865
                  75,             0.03031,             0.01355,           0.0021167,             0.48266,             0.69511,             0.69784,             0.40026,            0.013876,           0.0045806,          0.00045357,            0.006337,            0.006337,            0.006337
                  76,             0.02257,            0.014005,            0.002239,             0.45454,               0.875,             0.85333,             0.47397,            0.010524,           0.0039141,          0.00036945,           0.0062875,           0.0062875,           0.0062875
                  77,            0.024627,            0.013561,           0.0037942,             0.68302,             0.72853,             0.83703,             0.44735,            0.015653,           0.0035405,          0.00040321,            0.006238,            0.006238,            0.006238
                  78,            0.025117,            0.014614,           0.0065548,             0.62168,              0.6603,             0.71807,             0.37671,            0.014447,           0.0045515,          0.00044937,           0.0061885,           0.0061885,           0.0061885
                  79,            0.023944,            0.014719,           0.0023554,              0.4738,               0.875,             0.78203,              0.4242,            0.013547,           0.0043903,          0.00042229,            0.006139,            0.006139,            0.006139
                  80,             0.02775,            0.015361,            0.003316,             0.64269,              0.8745,             0.69334,             0.35426,            0.011051,           0.0046353,          0.00038853,           0.0060895,           0.0060895,           0.0060895
                  81,            0.025711,            0.015071,           0.0027054,             0.51096,               0.875,             0.69868,             0.40214,            0.015236,           0.0046353,          0.00043297,             0.00604,             0.00604,             0.00604
                  82,            0.026915,            0.015422,           0.0040194,             0.57134,             0.81269,             0.75653,             0.40276,            0.010025,           0.0049544,          0.00037022,           0.0059905,           0.0059905,           0.0059905
                  83,            0.026199,            0.013156,           0.0017861,             0.71885,                0.75,             0.77774,             0.40078,            0.014522,           0.0045837,          0.00035229,            0.005941,            0.005941,            0.005941
                  84,            0.023822,            0.013188,           0.0015274,             0.86582,             0.93297,                0.97,             0.43986,            0.010514,           0.0045676,          0.00036678,           0.0058915,           0.0058915,           0.0058915
                  85,            0.025229,            0.013424,            0.002882,             0.70393,               0.875,             0.90333,             0.44012,            0.010855,           0.0044129,          0.00039406,            0.005842,            0.005842,            0.005842
                  86,            0.021812,            0.015126,           0.0021483,             0.92074,             0.86204,             0.89174,             0.44861,            0.010776,            0.004761,          0.00034695,           0.0057925,           0.0057925,           0.0057925
                  87,            0.023567,            0.014126,           0.0061197,             0.65739,               0.875,              0.8575,             0.40107,            0.012709,           0.0048255,          0.00041237,            0.005743,            0.005743,            0.005743
                  88,            0.025341,            0.013929,           0.0047568,               0.559,                0.75,             0.76608,             0.41284,            0.012507,           0.0056732,          0.00046654,           0.0056935,           0.0056935,           0.0056935
                  89,             0.03901,            0.014186,           0.0064002,             0.62486,               0.875,             0.84596,             0.41368,            0.012348,            0.005757,          0.00050697,            0.005644,            0.005644,            0.005644
                  90,            0.017908,            0.012737,           0.0041469,             0.77122,               0.875,             0.84875,             0.46861,            0.013986,           0.0051833,          0.00062981,           0.0055945,           0.0055945,           0.0055945
                  91,            0.019874,            0.014253,           0.0074431,             0.49187,                0.75,             0.81149,             0.43885,            0.013729,           0.0050737,           0.0034424,            0.005545,            0.005545,            0.005545
                  92,             0.02174,            0.013205,            0.011234,             0.75172,             0.74958,                0.87,             0.40314,             0.01381,           0.0048287,           0.0020447,           0.0054955,           0.0054955,           0.0054955
                  93,            0.025076,            0.013939,           0.0021449,             0.78766,               0.625,             0.87625,             0.42365,            0.014897,           0.0047578,           0.0013565,            0.005446,            0.005446,            0.005446
                  94,            0.018634,            0.013371,           0.0018795,             0.74581,             0.70619,             0.81723,             0.41666,            0.014264,           0.0046869,          0.00080795,           0.0053965,           0.0053965,           0.0053965
                  95,            0.025718,            0.013427,           0.0020745,             0.81294,             0.84114,                0.97,             0.41704,              0.0137,           0.0043129,          0.00078201,            0.005347,            0.005347,            0.005347
                  96,            0.020569,            0.012798,           0.0034964,             0.69814,                0.75,             0.91018,             0.45817,            0.011334,           0.0045611,           0.0010269,           0.0052975,           0.0052975,           0.0052975
                  97,            0.017368,            0.011291,           0.0020356,             0.93345,             0.82948,                0.97,             0.45243,            0.013404,            0.003167,          0.00075836,            0.005248,            0.005248,            0.005248
                  98,             0.02186,            0.012138,           0.0027478,              0.7249,               0.875,                0.92,             0.44756,            0.012719,           0.0044807,          0.00079193,           0.0051985,           0.0051985,           0.0051985
                  99,             0.01906,             0.01218,           0.0056072,             0.60529,               0.875,             0.87247,              0.5065,            0.015671,           0.0051125,          0.00096207,            0.005149,            0.005149,            0.005149
                 100,             0.02246,            0.014717,           0.0017719,             0.63127,               0.875,             0.87847,             0.47716,            0.013549,           0.0052348,            0.001178,           0.0050995,           0.0050995,           0.0050995
                 101,            0.020961,             0.01327,           0.0026405,             0.61433,               0.875,             0.87806,             0.48879,            0.014307,           0.0047513,           0.0012077,             0.00505,             0.00505,             0.00505
                 102,            0.020828,            0.013665,           0.0053997,             0.83964,               0.875,             0.87833,             0.40014,            0.014129,           0.0042098,           0.0011818,           0.0050005,           0.0050005,           0.0050005
                 103,            0.022749,            0.012532,           0.0056635,             0.61354,                0.75,             0.84024,             0.47167,             0.01357,           0.0038488,          0.00082779,            0.004951,            0.004951,            0.004951
                 104,            0.021737,            0.012086,            0.002388,             0.58625,             0.68062,             0.81545,             0.39818,            0.012405,           0.0037198,          0.00079956,           0.0049015,           0.0049015,           0.0049015
                 105,            0.024623,            0.013045,           0.0048118,             0.77732,               0.875,                0.97,             0.46732,            0.013694,           0.0034974,          0.00090408,            0.004852,            0.004852,            0.004852
                 106,            0.020295,            0.011758,           0.0051643,             0.71983,             0.84549,             0.90125,             0.49771,            0.011462,           0.0035748,           0.0009346,           0.0048025,           0.0048025,           0.0048025
                 107,            0.023694,            0.013187,           0.0040743,             0.66943,                   1,               0.995,             0.42442,            0.011411,           0.0036425,           0.0010414,            0.004753,            0.004753,            0.004753
                 108,            0.017825,            0.012696,            0.003134,             0.59094,                   1,               0.995,             0.46418,            0.010654,           0.0037778,           0.0010727,           0.0047035,           0.0047035,           0.0047035
                 109,            0.018117,            0.012055,           0.0018799,              0.7481,                   1,               0.995,             0.39775,            0.012203,           0.0038101,           0.0010323,            0.004654,            0.004654,            0.004654
                 110,            0.022744,             0.01427,           0.0023576,             0.74163,                   1,               0.995,             0.52666,            0.011335,           0.0039293,          0.00084763,           0.0046045,           0.0046045,           0.0046045
                 111,            0.018828,            0.012091,           0.0028487,             0.79056,                   1,                0.97,             0.43362,            0.011687,           0.0042033,          0.00078011,            0.004555,            0.004555,            0.004555
                 112,            0.019126,            0.014022,              0.0026,             0.77809,                   1,                0.97,             0.59201,            0.010673,            0.004271,          0.00070076,           0.0045055,           0.0045055,           0.0045055
                 113,            0.018225,            0.013241,           0.0058067,             0.87563,             0.97288,               0.995,             0.54549,             0.01071,           0.0044096,           0.0008049,            0.004456,            0.004456,            0.004456
                 114,            0.018897,            0.012648,            0.002326,             0.82846,               0.875,                0.97,             0.57493,            0.010304,           0.0044967,          0.00083542,           0.0044065,           0.0044065,           0.0044065
                 115,             0.01938,            0.013926,           0.0052651,             0.78867,                0.75,             0.81055,             0.45288,            0.010709,           0.0046159,          0.00080643,            0.004357,            0.004357,            0.004357
                 116,            0.023804,            0.012374,           0.0030678,             0.58539,             0.82178,             0.78583,             0.51012,            0.011452,           0.0045644,           0.0008461,           0.0043075,           0.0043075,           0.0043075
                 117,            0.019855,            0.015318,           0.0029516,             0.57651,                0.75,             0.82833,              0.4965,            0.011686,           0.0048126,          0.00089951,            0.004258,            0.004258,            0.004258
                 118,            0.017409,            0.012997,           0.0027056,             0.63329,             0.82179,             0.84083,             0.51066,            0.013248,           0.0048932,          0.00077782,           0.0042085,           0.0042085,           0.0042085
                 119,            0.019989,            0.012093,           0.0031947,             0.70298,               0.875,             0.86148,             0.42896,            0.012037,           0.0056571,          0.00066986,            0.004159,            0.004159,            0.004159
                 120,             0.01953,            0.012731,           0.0024961,             0.69463,               0.875,              0.8325,             0.49504,            0.013612,            0.005119,          0.00057144,           0.0041095,           0.0041095,           0.0041095
                 121,            0.017614,            0.011948,           0.0015627,             0.73994,               0.875,             0.89381,             0.43775,            0.012117,           0.0048387,          0.00047836,             0.00406,             0.00406,             0.00406
                 122,            0.019316,            0.011695,           0.0029015,             0.92667,                   1,               0.995,             0.56174,            0.010583,           0.0046743,          0.00046577,           0.0040105,           0.0040105,           0.0040105
                 123,            0.019855,            0.013523,           0.0042013,             0.92854,                   1,               0.995,             0.47545,            0.010329,            0.004368,          0.00050163,            0.003961,            0.003961,            0.003961
                 124,            0.020386,            0.012526,           0.0044816,               0.967,                   1,               0.995,             0.69216,           0.0075531,           0.0036267,          0.00051727,           0.0039115,           0.0039115,           0.0039115
                 125,            0.016692,            0.011429,           0.0019246,              0.9572,                   1,               0.995,             0.51596,           0.0088186,           0.0031655,          0.00044327,            0.003862,            0.003862,            0.003862
                 126,            0.020012,            0.012281,           0.0022806,             0.96509,                   1,               0.995,             0.69481,           0.0069203,           0.0029162,          0.00039177,           0.0038125,           0.0038125,           0.0038125
                 127,            0.017935,            0.013511,           0.0030568,             0.95921,                   1,               0.995,             0.54679,            0.009601,            0.002798,          0.00037212,            0.003763,            0.003763,            0.003763
                 128,            0.019507,            0.013214,           0.0023184,              0.9531,                   1,               0.995,             0.62723,           0.0077536,           0.0027266,           0.0003788,           0.0037135,           0.0037135,           0.0037135
                 129,            0.019299,            0.012733,           0.0012598,              0.9554,                   1,               0.995,             0.57847,           0.0088683,           0.0026464,           0.0003437,            0.003664,            0.003664,            0.003664
                 130,            0.020864,            0.010692,           0.0046933,              0.9462,             0.97454,               0.995,             0.60675,           0.0080708,           0.0026564,          0.00034218,           0.0036145,           0.0036145,           0.0036145
                 131,            0.017801,            0.012739,           0.0025344,             0.94788,                   1,               0.995,             0.58354,           0.0089406,           0.0025638,          0.00032425,            0.003565,            0.003565,            0.003565
                 132,            0.017171,            0.012594,           0.0016825,              0.9375,                   1,               0.995,             0.59789,           0.0086407,           0.0025714,          0.00028725,           0.0035155,           0.0035155,           0.0035155
                 133,             0.01805,            0.012922,           0.0019796,             0.90983,                   1,               0.995,             0.61032,           0.0081536,            0.002625,          0.00026932,            0.003466,            0.003466,            0.003466
                 134,            0.018122,            0.012641,           0.0028893,             0.88954,                0.75,             0.88042,             0.46482,            0.011405,           0.0043194,          0.00031548,           0.0034165,           0.0034165,           0.0034165
                 135,            0.017235,            0.012519,           0.0019031,             0.89945,                   1,               0.995,             0.45549,            0.011114,           0.0038004,            0.000247,            0.003367,            0.003367,            0.003367
                 136,            0.017893,            0.013022,           0.0020393,             0.88032,                   1,               0.995,             0.51489,           0.0096582,           0.0027661,          0.00017157,           0.0033175,           0.0033175,           0.0033175
                 137,             0.01694,            0.011964,           0.0011723,             0.93147,             0.95199,               0.995,             0.62396,           0.0083548,            0.002592,          0.00015364,            0.003268,            0.003268,            0.003268
                 138,            0.017953,            0.013875,           0.0030603,             0.90782,                   1,               0.995,             0.53467,           0.0088944,           0.0027983,          0.00013247,           0.0032185,           0.0032185,           0.0032185
                 139,            0.014857,            0.012406,           0.0012804,             0.93275,              0.9343,               0.995,             0.50012,            0.010194,           0.0027188,          0.00012236,            0.003169,            0.003169,            0.003169
                 140,            0.015666,            0.012191,           0.0013807,             0.93961,             0.84657,               0.995,             0.50579,           0.0089223,           0.0029453,          0.00011892,           0.0031195,           0.0031195,           0.0031195
                 141,            0.017596,            0.013138,          0.00083407,             0.93142,             0.99999,               0.995,             0.54767,            0.010287,           0.0027239,           0.0001091,             0.00307,             0.00307,             0.00307
                 142,            0.014659,            0.010916,            0.001533,             0.90499,                   1,               0.995,             0.70669,           0.0071864,           0.0026785,          0.00011454,           0.0030205,           0.0030205,           0.0030205
                 143,            0.018414,            0.011814,           0.0011769,             0.89973,                   1,               0.995,             0.56703,           0.0081613,           0.0028691,          0.00012436,            0.002971,            0.002971,            0.002971
                 144,            0.014604,            0.012709,           0.0025967,             0.92948,                   1,               0.995,             0.69952,           0.0069092,            0.002853,          0.00012369,           0.0029215,           0.0029215,           0.0029215
                 145,            0.017222,            0.011954,           0.0013612,             0.90638,                   1,               0.995,             0.57257,           0.0086424,           0.0029225,          0.00012522,            0.002872,            0.002872,            0.002872
                 146,            0.014683,             0.01157,           0.0014048,             0.93502,             0.98692,               0.995,             0.59915,           0.0086017,           0.0032412,          0.00012922,           0.0028225,           0.0028225,           0.0028225
                 147,            0.017251,             0.01182,           0.0015538,             0.94112,             0.98724,               0.995,             0.53138,            0.009044,           0.0033537,          0.00013952,            0.002773,            0.002773,            0.002773
                 148,            0.026912,            0.012658,           0.0014406,             0.92615,                   1,               0.995,             0.59542,           0.0085221,           0.0033575,          0.00014544,           0.0027235,           0.0027235,           0.0027235
                 149,            0.015114,            0.011448,          0.00083632,             0.91853,                   1,               0.995,             0.58296,           0.0088678,           0.0033734,          0.00014582,            0.002674,            0.002674,            0.002674
                 150,            0.014666,            0.011532,           0.0011068,             0.93376,                   1,               0.995,             0.65115,           0.0079261,            0.003311,          0.00014639,           0.0026245,           0.0026245,           0.0026245
                 151,            0.018169,            0.012798,          0.00062796,             0.93937,                   1,               0.995,             0.59654,           0.0085398,           0.0032987,          0.00014734,            0.002575,            0.002575,            0.002575
                 152,            0.017984,            0.011801,           0.0018526,              0.9494,                   1,               0.995,             0.64876,           0.0078761,           0.0033793,          0.00014076,           0.0025255,           0.0025255,           0.0025255
                 153,            0.015407,            0.010685,           0.0023486,             0.92699,                   1,               0.995,             0.57346,           0.0090455,           0.0036573,          0.00013847,            0.002476,            0.002476,            0.002476
                 154,            0.012425,            0.010472,          0.00098141,             0.93444,                   1,               0.995,             0.50311,           0.0098688,           0.0037101,          0.00013494,           0.0024265,           0.0024265,           0.0024265
                 155,            0.016452,            0.012017,           0.0013399,             0.83058,             0.89912,                0.97,              0.5157,            0.010295,           0.0036131,          0.00013733,            0.002377,            0.002377,            0.002377
                 156,             0.01562,            0.011501,          0.00092923,             0.94412,             0.99221,               0.995,             0.50631,             0.00996,           0.0035862,          0.00013695,           0.0023275,           0.0023275,           0.0023275
                 157,            0.017222,            0.011717,           0.0028617,             0.95876,                   1,               0.995,             0.56032,           0.0088037,           0.0033961,             0.00014,            0.002278,            0.002278,            0.002278
                 158,            0.015741,            0.013217,           0.0032398,             0.95952,                   1,               0.995,             0.52964,           0.0099923,           0.0034445,          0.00013819,           0.0022285,           0.0022285,           0.0022285
                 159,            0.017528,             0.01059,          0.00081323,             0.96694,                   1,               0.995,             0.60428,            0.008621,           0.0034351,          0.00013914,            0.002179,            0.002179,            0.002179
                 160,            0.016441,            0.012165,           0.0018305,             0.95898,                   1,               0.995,             0.60405,           0.0082286,           0.0032467,           0.0001338,           0.0021295,           0.0021295,           0.0021295
