               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  16,            0.048644,            0.026394,            0.034391,             0.12232,                 0.5,             0.45678,             0.20611,            0.016455,           0.0080203,           0.0052917,            0.038639,           0.0056387,           0.0056387
                  17,            0.044422,            0.023871,            0.032008,              0.8725,                 0.5,             0.74102,             0.30213,            0.014823,           0.0078633,           0.0046394,            0.034905,           0.0059051,           0.0059051
                  18,            0.050798,            0.023773,            0.032311,             0.78611,             0.67067,                0.87,             0.40747,            0.014076,            0.007812,           0.0038567,            0.031163,           0.0061635,           0.0061635
                  19,            0.044136,            0.023443,            0.038631,             0.19218,                 0.5,             0.27422,            0.074708,            0.021139,           0.0075871,           0.0036072,            0.027414,            0.006414,            0.006414
                  20,            0.044754,            0.022431,            0.034996,             0.62274,             0.70546,             0.80056,             0.42873,            0.014548,           0.0089438,           0.0029938,            0.023657,           0.0066566,           0.0066566
                  21,            0.042946,            0.023772,            0.035089,             0.63696,             0.66399,             0.73351,             0.30406,            0.014303,            0.010158,           0.0011925,            0.019891,           0.0068913,           0.0068913
                  22,            0.042207,            0.022351,            0.038825,             0.57713,                0.75,             0.63488,             0.28445,            0.014712,           0.0097294,           0.0029778,            0.016118,            0.007118,            0.007118
                  23,             0.03604,             0.02139,            0.019416,             0.49458,               0.625,             0.54388,             0.13489,            0.016087,           0.0084433,           0.0029205,            0.012337,           0.0073369,           0.0073369
                  24,             0.03581,            0.025012,             0.01974,             0.46811,             0.51697,             0.59307,             0.31535,            0.020217,           0.0073201,           0.0034996,           0.0085478,           0.0075478,           0.0075478
                  25,            0.041008,            0.022975,            0.016652,             0.70659,             0.52795,             0.68417,             0.39264,            0.023598,           0.0063589,           0.0052002,            0.007525,            0.007525,            0.007525
                  26,            0.040837,             0.02259,            0.021667,              0.4184,              0.7263,             0.53076,             0.29919,            0.021248,           0.0061895,           0.0026321,            0.007525,            0.007525,            0.007525
                  27,            0.040937,            0.024243,            0.036118,             0.31008,             0.57254,             0.59433,             0.24055,             0.01835,           0.0067028,            0.007402,            0.007426,            0.007426,            0.007426
                  28,            0.034783,             0.02157,            0.019925,             0.37581,                 0.5,             0.41808,             0.12883,            0.017254,           0.0072808,           0.0083221,            0.007327,            0.007327,            0.007327
                  29,            0.035988,             0.02034,            0.027286,             0.30809,                 0.5,             0.39733,             0.12351,            0.018276,             0.00721,           0.0094116,            0.007228,            0.007228,            0.007228
                  30,            0.037149,            0.019288,            0.039162,             0.47599,               0.375,             0.47384,             0.18494,            0.016858,           0.0064736,           0.0055161,            0.007129,            0.007129,            0.007129
                  31,            0.034754,            0.021208,            0.020284,              0.3804,                0.75,             0.49234,             0.19111,            0.014198,           0.0067954,           0.0039619,             0.00703,             0.00703,             0.00703
                  32,            0.037011,            0.022119,            0.025574,             0.49634,                 0.5,             0.62381,             0.25548,            0.017611,           0.0070146,           0.0026184,            0.006931,            0.006931,            0.006931
                  33,            0.032244,            0.021845,            0.029384,             0.25035,                0.75,             0.37682,             0.15178,            0.015354,           0.0078716,            0.001395,            0.006832,            0.006832,            0.006832
                  34,            0.035424,            0.020483,            0.029367,             0.40376,                   1,             0.72679,             0.38215,            0.017815,           0.0073431,           0.0011129,            0.006733,            0.006733,            0.006733
                  35,            0.032233,              0.0199,            0.037081,             0.91506,               0.375,             0.87132,             0.36913,            0.012643,           0.0078082,          0.00049753,            0.006634,            0.006634,            0.006634
                  36,            0.034123,            0.019661,            0.024799,             0.42002,                   1,             0.59363,             0.24238,            0.013049,           0.0082648,            0.000529,            0.006535,            0.006535,            0.006535
                  37,            0.029978,            0.021482,            0.026958,             0.60044,             0.99286,             0.84596,             0.32276,            0.011181,           0.0077492,          0.00055389,            0.006436,            0.006436,            0.006436
                  38,            0.035869,            0.021533,            0.031431,             0.48676,               0.875,             0.75542,             0.33212,            0.012303,           0.0064019,          0.00066547,            0.006337,            0.006337,            0.006337
                  39,            0.034014,            0.021805,            0.026939,             0.70261,             0.74435,             0.76646,             0.28798,            0.013682,           0.0068659,          0.00049753,            0.006238,            0.006238,            0.006238
                  40,            0.038187,            0.020231,            0.021734,             0.36587,             0.64482,              0.5584,             0.28759,            0.016491,           0.0062244,          0.00062885,            0.006139,            0.006139,            0.006139
                  41,            0.031879,            0.018021,            0.024449,             0.48463,             0.70032,             0.68885,             0.34773,            0.016811,           0.0067372,           0.0033554,             0.00604,             0.00604,             0.00604
                  42,            0.033877,            0.018592,             0.02742,             0.54368,               0.625,             0.79601,             0.39573,             0.01668,           0.0064823,           0.0077087,            0.005941,            0.005941,            0.005941
                  43,            0.036006,            0.018076,            0.031031,             0.37734,               0.625,             0.55341,             0.25355,            0.014385,           0.0066467,            0.011755,            0.005842,            0.005842,            0.005842
                  44,            0.030133,            0.024772,            0.023672,             0.46494,                0.75,             0.72507,             0.34896,            0.015511,           0.0068336,            0.011307,            0.005743,            0.005743,            0.005743
                  45,            0.032902,            0.023102,            0.026692,              0.5443,                0.75,             0.71066,             0.25981,            0.014348,           0.0069368,            0.010574,            0.005644,            0.005644,            0.005644
                  46,            0.030358,             0.02063,            0.041512,             0.42009,               0.625,              0.5851,             0.21892,            0.014597,           0.0068336,           0.0055115,            0.005545,            0.005545,            0.005545
                  47,            0.033358,            0.022063,            0.030405,             0.86942,             0.61322,             0.80393,             0.30062,             0.01541,           0.0071173,            0.003154,            0.005446,            0.005446,            0.005446
                  48,            0.033061,            0.022526,            0.019845,              0.6865,             0.46572,             0.58859,             0.25511,            0.012668,           0.0077298,             0.00126,            0.005347,            0.005347,            0.005347
                  49,            0.029751,             0.02102,            0.019775,             0.98679,             0.59681,             0.79045,             0.29731,            0.017012,           0.0071818,          0.00084858,            0.005248,            0.005248,            0.005248
                  50,            0.031752,            0.022395,            0.022882,             0.58081,               0.875,             0.79938,             0.38249,            0.011358,           0.0062903,          0.00051041,            0.005149,            0.005149,            0.005149
                  51,            0.029329,            0.022028,            0.028929,             0.71582,              0.7743,             0.83316,             0.52904,            0.010423,           0.0068378,          0.00037622,             0.00505,             0.00505,             0.00505
                  52,            0.030546,            0.025012,             0.02975,             0.63006,                0.75,             0.78163,             0.43047,             0.01063,            0.006869,          0.00046949,            0.004951,            0.004951,            0.004951
                  53,            0.030029,            0.022847,            0.024819,             0.46356,                0.75,              0.7297,               0.378,             0.01164,           0.0065425,          0.00041542,            0.004852,            0.004852,            0.004852
                  54,            0.031318,            0.020348,            0.024981,             0.61405,                0.75,             0.79976,              0.4875,            0.010573,           0.0064745,          0.00037909,            0.004753,            0.004753,            0.004753
                  55,            0.027389,            0.020188,            0.015854,             0.70636,                0.75,             0.81657,             0.33365,            0.014418,             0.00611,          0.00042171,            0.004654,            0.004654,            0.004654
                  56,            0.033549,              0.0217,            0.020582,             0.54554,               0.875,             0.72865,             0.31652,            0.013416,            0.006247,          0.00049839,            0.004555,            0.004555,            0.004555
                  57,            0.031554,            0.019992,            0.024186,              0.6724,               0.875,             0.80269,              0.3209,            0.012298,           0.0062303,          0.00052242,            0.004456,            0.004456,            0.004456
                  58,            0.030011,            0.022143,            0.015408,              0.7173,               0.875,             0.79801,             0.36369,            0.012627,           0.0060381,          0.00067463,            0.004357,            0.004357,            0.004357
                  59,            0.028891,            0.021296,            0.016929,             0.79158,             0.83457,             0.79917,             0.35496,            0.013137,           0.0059698,          0.00081253,            0.004258,            0.004258,            0.004258
                  60,            0.030523,            0.021209,            0.010279,              0.9739,             0.74921,             0.87193,             0.50217,            0.010175,           0.0060612,           0.0011564,            0.004159,            0.004159,            0.004159
                  61,            0.027181,            0.018954,            0.023773,             0.99317,             0.74532,             0.88852,             0.50242,            0.011407,           0.0059543,           0.0011799,             0.00406,             0.00406,             0.00406
                  62,            0.034165,            0.020562,            0.016674,             0.99652,             0.72661,             0.84782,              0.4275,            0.011512,           0.0057815,            0.001997,            0.003961,            0.003961,            0.003961
                  63,            0.028482,            0.020535,            0.017801,             0.87118,               0.875,             0.83389,             0.40426,            0.014294,           0.0054368,           0.0034218,            0.003862,            0.003862,            0.003862
                  64,            0.025139,            0.018988,            0.018167,             0.89505,             0.80038,             0.82209,             0.41886,            0.011418,           0.0053747,           0.0052322,            0.003763,            0.003763,            0.003763
                  65,            0.029518,            0.019234,            0.014151,             0.89893,             0.85343,             0.82135,             0.40298,            0.013526,           0.0054569,           0.0054749,            0.003664,            0.003664,            0.003664
                  66,            0.025419,            0.019293,            0.012832,             0.51107,               0.875,             0.73196,             0.34906,             0.01362,           0.0053517,           0.0034607,            0.003565,            0.003565,            0.003565
                  67,             0.03125,            0.017914,            0.015851,             0.84726,             0.86306,             0.89632,             0.39518,            0.013043,           0.0053008,           0.0014637,            0.003466,            0.003466,            0.003466
                  68,            0.027497,            0.018793,            0.014392,             0.79496,             0.62972,             0.84708,             0.35953,            0.014687,           0.0051876,          0.00070381,            0.003367,            0.003367,            0.003367
                  69,            0.019363,             0.01873,            0.012719,             0.67147,             0.64459,             0.70176,             0.30831,            0.014879,           0.0051526,          0.00041943,            0.003268,            0.003268,            0.003268
                  70,            0.029743,            0.019775,            0.018153,             0.68424,             0.69324,             0.79045,             0.39283,            0.013153,           0.0049237,          0.00039053,            0.003169,            0.003169,            0.003169
                  71,            0.028846,            0.017816,            0.012343,             0.87568,                0.75,              0.8825,             0.35172,            0.015557,           0.0046748,          0.00043201,             0.00307,             0.00307,             0.00307
                  72,            0.028941,            0.020398,            0.014344,                   1,             0.72248,             0.94143,             0.50853,            0.013275,           0.0049873,          0.00041485,            0.002971,            0.002971,            0.002971
                  73,            0.029487,            0.018649,            0.015553,             0.90488,              0.7351,                0.97,             0.44948,            0.011991,           0.0052253,           0.0004137,            0.002872,            0.002872,            0.002872
                  74,            0.030162,             0.01988,            0.013237,             0.87647,             0.78002,                0.97,             0.41956,            0.013974,           0.0052845,          0.00038137,            0.002773,            0.002773,            0.002773
                  75,            0.043881,             0.01714,            0.028924,             0.81834,              0.8246,               0.945,              0.5282,            0.012227,           0.0054127,          0.00035191,            0.002674,            0.002674,            0.002674
                  76,            0.022892,             0.01877,            0.013746,             0.82335,             0.86094,               0.945,             0.48303,            0.010933,           0.0053486,          0.00031528,            0.002575,            0.002575,            0.002575
                  77,            0.026594,            0.019497,            0.023814,             0.87048,             0.96742,                0.97,              0.5468,            0.011644,           0.0052841,          0.00031757,            0.002476,            0.002476,            0.002476
                  78,            0.024412,            0.022162,            0.014969,             0.82689,                   1,               0.995,             0.47435,            0.012038,           0.0053396,          0.00035248,            0.002377,            0.002377,            0.002377
                  79,            0.025853,            0.021072,            0.012213,             0.54295,                0.75,             0.74604,             0.40342,            0.011944,           0.0057608,          0.00037451,            0.002278,            0.002278,            0.002278
                  80,            0.022259,             0.01998,            0.015306,             0.69522,              0.5918,             0.79319,             0.35477,            0.012776,           0.0056305,          0.00039997,            0.002179,            0.002179,            0.002179
                  81,            0.024978,            0.019676,            0.012524,                   1,             0.54969,             0.77799,             0.34105,            0.013761,           0.0054669,          0.00050297,             0.00208,             0.00208,             0.00208
                  82,            0.026822,            0.017257,            0.011569,             0.71252,               0.625,             0.78632,             0.34057,            0.013272,           0.0054089,          0.00058651,            0.001981,            0.001981,            0.001981
                  83,            0.025279,            0.020414,            0.022533,             0.73408,             0.70571,             0.79708,             0.37056,            0.012819,           0.0054153,           0.0006609,            0.001882,            0.001882,            0.001882
                  84,            0.025898,            0.018106,            0.011099,             0.64921,                0.75,             0.74768,              0.3046,            0.013939,           0.0054218,          0.00062771,            0.001783,            0.001783,            0.001783
                  85,            0.040194,            0.020787,            0.012339,              0.6301,                0.75,             0.74321,             0.32597,            0.013376,           0.0054572,             0.00063,            0.001684,            0.001684,            0.001684
                  86,            0.029536,            0.019634,             0.01854,             0.73105,             0.61693,              0.7016,             0.33892,            0.013754,           0.0054476,          0.00062714,            0.001585,            0.001585,            0.001585
                  87,            0.025588,            0.019901,            0.022591,             0.63036,             0.80423,             0.72417,             0.34599,            0.013997,           0.0054347,          0.00066261,            0.001486,            0.001486,            0.001486
                  88,            0.027746,            0.019913,            0.013803,              0.6748,             0.62384,             0.72795,             0.35959,            0.014291,           0.0053799,          0.00069695,            0.001387,            0.001387,            0.001387
                  89,            0.023361,            0.020277,            0.015892,             0.71059,             0.61975,             0.70419,             0.34287,            0.014896,           0.0053444,          0.00073357,            0.001288,            0.001288,            0.001288
                  90,            0.022325,            0.017736,            0.041195,             0.70603,             0.61935,             0.75333,              0.3435,             0.01499,            0.005338,          0.00081882,            0.001189,            0.001189,            0.001189
                  91,            0.022841,            0.019247,            0.015661,             0.72269,               0.619,             0.80889,             0.36061,            0.015047,           0.0053283,          0.00084457,             0.00109,             0.00109,             0.00109
                  92,            0.022992,            0.019165,            0.013767,             0.71177,             0.61729,             0.80889,              0.3544,            0.014703,           0.0053122,          0.00080681,            0.000991,            0.000991,            0.000991
                  93,            0.022533,            0.019766,            0.021022,             0.75112,             0.61651,             0.83806,             0.34772,            0.014699,           0.0052477,          0.00075703,            0.000892,            0.000892,            0.000892
                  94,            0.026351,            0.018954,            0.020164,             0.81639,             0.60232,              0.8842,             0.38159,            0.014633,           0.0051929,          0.00070038,            0.000793,            0.000793,            0.000793
                  95,            0.024395,            0.019905,            0.020408,             0.84833,             0.60366,              0.8342,             0.35746,            0.014371,           0.0051673,          0.00063629,            0.000694,            0.000694,            0.000694
                  96,            0.023887,            0.017286,            0.017683,             0.97297,             0.73242,                0.97,             0.36987,            0.014111,           0.0051158,          0.00058107,            0.000595,            0.000595,            0.000595
                  97,            0.021919,            0.020252,            0.014226,             0.80619,             0.61352,             0.83521,             0.38473,            0.013682,            0.005087,           0.0005167,            0.000496,            0.000496,            0.000496
                  98,            0.023146,            0.019326,            0.013784,             0.81243,             0.66617,             0.86021,             0.39209,            0.013307,           0.0050422,          0.00046864,            0.000397,            0.000397,            0.000397
                  99,            0.025076,            0.019572,            0.018263,             0.81115,             0.66654,             0.86021,             0.39034,             0.01286,           0.0049813,          0.00041656,            0.000298,            0.000298,            0.000298
